coin Full Name,coin Short Name,coin Index,current Price,forecasted Price,forecasted Growth,forecasted Acceleration,propability Of Forecast,data Granularity,forecast Creation Date,forecast Creation Time,forecast For Date,forecast For Time,alghorithm,type Of Similiar Days,by Growth Only Or Growth And Acceleration,past Width,future Width,count Of Actual Values
Ethereum Classic,ETC,30,18.027701273420966,18.2869135876783,0.014378556107954799,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,6,1,5
Aragon,ANT,111,4.984474916208593,4.818036298094307,-0.03339140449339184,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,4,5
PAX Gold,PAXG,123,1947.5245429876327,1956.3634225077706,0.004538520221459397,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,1,10
PAX Gold,PAXG,123,1947.5245429876327,1958.5581247148111,0.005665439117009674,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,2,10
PAX Gold,PAXG,123,1947.5245429876327,1954.969040268819,0.003822543499126363,-1000000,0.9,24,11/7/2023 12:00 PM,12:00:00,11/10/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,3,10
PAX Gold,PAXG,123,1947.5245429876327,1955.003810402144,0.0038403970011271493,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,4,10
PAX Gold,PAXG,123,1947.5245429876327,1948.5794589513491,0.0005416701768996557,-1000000,0.9,24,11/7/2023 12:00 PM,12:00:00,11/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,5,10
PAX Gold,PAXG,123,1947.5245429876327,1942.1551222458902,-0.002757049076005713,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,6,10
PAX Gold,PAXG,123,1947.5245429876327,1936.7453928818,-0.005534795514975488,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/14/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,7,10
PAX Gold,PAXG,123,1947.5245429876327,1921.7733431885035,-0.013222529026322372,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/15/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,8,10
PAX Gold,PAXG,123,1947.5245429876327,1928.6700938020833,-0.0096812382947562,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/17/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,10,10
ICON Project,ICX,83,0.22861235081707448,0.2680951135434903,0.1727061665098233,-0.5894397138153832,1,24,11/7/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,8,24,2
Zilliqa,ZIL,84,0.020642033355325894,0.020696050854311226,0.0026168690872401257,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,8,1,4
VeChain,VET,23,0.020857843484092125,0.021151918053633558,0.01409899205379106,-0.3581900376787208,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,9,1,2
TRON,TRX,25,0.0971802427349317,0.09763599378587841,0.004689750078005206,-1000000,0.8333333,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,1,6
WINk,WIN,114,7.31689153084882E-05,7.157828671482541E-05,-0.021739130434782594,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,1,5
WINk,WIN,114,7.31689153084882E-05,7.23736010116568E-05,-0.010869565217391242,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,2,5
WINk,WIN,114,7.31689153084882E-05,7.272866912733003E-05,-0.006016847172081841,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,4,5
WINk,WIN,114,7.31689153084882E-05,7.19759438632411E-05,-0.016304347826086918,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,12,5
WINk,WIN,114,7.31689153084882E-05,7.300985244912192E-05,-0.0021739130434783593,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,13,5
FUN Token,FUN,179,0.004981666488047989,0.00498568754304077,0.0008071706531194156,-1000000,0.85714287,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,2,7
PlayDapp,__PLA,116,0.20244167541803487,0.20001072914663387,-0.012008131558786883,-0.8728915982035389,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,10,1,2
dYdX,DYDX,112,2.412183741124997,2.397616904807099,-0.0060388585121231575,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,4,5
PAX Gold,PAXG,123,1947.5245429876327,1960.5753689210094,0.006701238236184626,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,1,5
PAX Gold,PAXG,123,1947.5245429876327,1961.4751699270644,0.00716326117155397,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,2,5
PAX Gold,PAXG,123,1947.5245429876327,1954.042052143937,0.003346560730015824,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/10/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,3,5
PAX Gold,PAXG,123,1947.5245429876327,1956.8798819304204,0.004803707853887174,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,4,5
PAX Gold,PAXG,123,1947.5245429876327,1948.035098151078,0.0002621559585904709,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,5,5
PAX Gold,PAXG,123,1947.5245429876327,1942.221132089602,-0.0027231548465597166,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,6,5
PAX Gold,PAXG,123,1947.5245429876327,1960.0314728065916,0.006421962621211641,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/14/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,7,5
PAX Gold,PAXG,123,1947.5245429876327,1924.2142398971102,-0.011969196061972553,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/15/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,8,5
PAX Gold,PAXG,123,1947.5245429876327,1917.5385638136163,-0.015396971135478443,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/16/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,9,5
PAX Gold,PAXG,123,1947.5245429876327,1951.225666820035,0.0019004247446989808,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,11,5
PAX Gold,PAXG,123,1947.5245429876327,1962.1880336876327,0.007529297000542723,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,16,5
PAX Gold,PAXG,123,1947.5245429876327,1996.385072110694,0.025088530616464544,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,18,5
PAX Gold,PAXG,123,1947.5245429876327,2011.9654710710267,0.033088634654399485,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,20,5
PAX Gold,PAXG,123,1947.5245429876327,1985.3579878617193,0.0194264277748446,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,12/3/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,26,5
PAX Gold,PAXG,123,1947.5245429876327,2002.164143387545,0.028055923914618086,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,12/4/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,27,5
PAX Gold,PAXG,123,1947.5245429876327,1992.63620000754,0.02316358845506672,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,12/6/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,29,5
PAX Gold,PAXG,123,1947.5245429876327,2006.7982828564627,0.030435426388979003,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,12/7/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,30,5
Orchid Protocol,OXT,143,0.07052785029736025,0.08031513986335737,0.1387719819153972,0.10604947673057019,1,24,11/7/2023 12:00 PM,12:00:00,11/22/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,10,15,2
Stratis,STRAX,178,0.8575389946061112,0.850457779181136,-0.008257601659534708,-1000000,0.8333333,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,2,6
Monero,XMR,33,165.36541534575133,171.1221809145549,0.03481239143485437,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,11,16,5
Flow,FLOW,42,0.5894332721917485,0.5659440204556268,-0.03985056976641188,-1.1428008760401844,1,24,11/7/2023 12:00 PM,12:00:00,11/28/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,11,21,2
Flow,FLOW,42,0.5894332721917485,0.5621508734514632,-0.04628581389516473,-1.1879521607828947,1,24,11/7/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,11,24,2
PAX Gold,PAXG,123,1947.5245429876327,1959.4590874257094,0.00612805855569265,-1000000,0.8666667,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,11,1,15
PAX Gold,PAXG,123,1947.5245429876327,1960.2598409175023,0.006539223331343935,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,11,2,15
PAX Gold,PAXG,123,1947.5245429876327,1970.509077829816,0.011801923074573173,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,11,5,15
XRP,XRP,5,0.6850554554840289,0.6800766325871909,-0.0072677662180213876,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
Bancor Network Token,BNT,77,0.5674337293827405,0.5649466519322628,-0.0043830271654510256,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
Worldwide Asset eXchange,WAXP,79,0.06195349629995249,0.06097602899723338,-0.015777435675084828,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
PAX Gold,PAXG,123,1947.5245429876327,1952.6994285478343,0.0026571606395588976,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
Lisk,LSK,134,1.0840951589436132,1.073061761236941,-0.010177517735088348,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
aelf,ELF,145,0.36216819954817964,0.3618732735358443,-0.0008143343692330607,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
Aavegotchi,GHST,167,0.8724739784595424,0.857705006619336,-0.016927693209008776,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
Orion Protocol,ORN,175,0.6371965688634458,0.6262082228611674,-0.01724482920847803,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
FUN Token,FUN,179,0.004981666488047989,0.00493373656244659,-0.009621263429896887,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,1,5
XRP,XRP,5,0.6850554554840289,0.6695415518805056,-0.022646201091212292,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,2,5
PAX Gold,PAXG,123,1947.5245429876327,1949.6297534036923,0.0010809673355027805,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,2,5
Ontology Gas,ONG,176,0.3759793789465045,0.36896913852938273,-0.018645278995790937,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,2,5
Aavegotchi,GHST,167,0.8724739784595424,0.8397638207487118,-0.03749127024806442,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/10/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,3,5
PAX Gold,PAXG,123,1947.5245429876327,1967.9563025789034,0.010491143572407546,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,6,5
PAX Gold,PAXG,123,1947.5245429876327,1988.734349303955,0.021160096012502017,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/16/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,9,5
PAX Gold,PAXG,123,1947.5245429876327,1979.054211383811,0.01618961286506293,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/17/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,10,5
PAX Gold,PAXG,123,1947.5245429876327,1975.4247605355201,0.014325990215808382,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,13,5
Ontology Gas,ONG,176,0.3759793789465045,0.39239268304050146,0.04365479867536104,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,16,5
iExec,RLC,151,1.2225998748782838,1.0583200714154846,-0.1343692297360608,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,20,5
Monero,XMR,33,165.36541534575133,162.9768995179376,-0.014443865561730385,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,12/5/2023 12:00 PM,12:00:00,1,similiarDays,byGrowth,12,28,5
Shiba Inu,SHIB,10,8.214704311360704E-06,8.225108157890506E-06,0.001266490689800337,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,1,4
Polygon,MATIC,11,0.7112117941445115,0.9237496513945461,0.2988390504767824,0.10881094207995856,1,24,11/7/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,12,18,2
Litecoin,LTC,16,72.62575962387562,73.68752364240532,0.014619661453849409,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,1,5
Bitcoin Cash,BCH,18,245.1735406730215,243.1624249811034,-0.008202825175985251,-1000000,0.8333333,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,1,6
TRON,TRX,25,0.0971802427349317,0.0970795375694695,-0.00103627200990708,-1000000,0.8333333,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,6,6
SuperVerse,_SUPER,113,0.09045843020524025,0.08639259370329005,-0.044947015913555655,-1.2015360995805673,1,24,11/7/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,12,24,2
Chroma,CHR,122,0.12156856856787673,0.11702189676574652,-0.03740006035846033,-1.3340290493370395,1,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,12,6,2
Chroma,CHR,122,0.12156856856787673,0.11133631783881798,-0.08416855482957886,-1.3614438522655739,1,24,11/7/2023 12:00 PM,12:00:00,11/29/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,12,22,2
PAX Gold,PAXG,123,1947.5245429876327,1943.955677730472,-0.001832513623518106,-1000000,1,24,11/7/2023 12:00 PM,12:00:00,11/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,1,10
PAX Gold,PAXG,123,1947.5245429876327,1943.9902519854604,-0.0018147606996266052,-1000000,0.8,24,11/7/2023 12:00 PM,12:00:00,11/9/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,2,10
TRON,TRX,25,0.0971802427349317,0.09768842632596618,0.005229289171674534,-0.7548830978896806,1,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,6,2
Dash,DASH,63,31.01663838691132,30.50186846996613,-0.016596573443059426,-1.7836250243867793,1,24,11/7/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,6,2
Origin Protocol,OGN,93,0.13096814037151538,0.12787755902802384,-0.023597963097930164,-1.240951743037699,1,24,11/7/2023 12:00 PM,12:00:00,11/14/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,7,2
Cardano,ADA,4,0.34559002557581486,0.356973662360815,0.032939714524552466,-0.7491061369904404,1,24,11/7/2023 12:00 PM,12:00:00,11/15/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,8,2
Zilliqa,ZIL,84,0.020642033355325894,0.020882718574581776,0.011659956900214041,-0.9044982295304407,1,24,11/7/2023 12:00 PM,12:00:00,11/16/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,9,2
Ravencoin,RVN,66,0.01796645302162236,0.017966829411561393,2.09495963716666E-05,-0.9995956565562745,1,24,11/7/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,11,2
Worldwide Asset eXchange,WAXP,79,0.06195349629995249,0.061993362129756084,0.0006434799032257743,-0.9916166092824352,1,24,11/7/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,12,2
IoTeX Network,IOTX,69,0.02332474679450965,0.021375712097099715,-0.08356080838008118,-1.448265252901521,1,24,11/7/2023 12:00 PM,12:00:00,11/21/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,14,2
JOE,_JOE,137,0.2874563365646625,0.2872954747624388,-0.0005596043007649598,-1.0013831518516143,1,24,11/7/2023 12:00 PM,12:00:00,11/22/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,15,2
Ethereum Classic,ETC,30,18.027701273420966,16.33601910047691,-0.09383793015464359,-1.6754066835940298,1,24,11/7/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,20,2
UTRUST,UTK,160,0.06582528667570488,0.06170353459491412,-0.0626165458434993,-1.266288538452969,1,24,11/7/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,20,2
IOTA,MIOTA,36,0.1718677353451106,0.15185043577785945,-0.11646921120509557,-1.6405734791711697,1,24,11/7/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,24,2
Polkastarter,POLS,148,0.3442986762094309,0.34517046094630993,0.0025320595085551734,-0.981591300820981,1,24,11/7/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,24,2
