coin Full Name,coin Short Name,coin Index,current Price,forecasted Price,forecasted Growth,forecasted Acceleration,propability Of Forecast,data Granularity,forecast Creation Date,forecast Creation Time,forecast For Date,forecast For Time,alghorithm,type Of Similiar Days,by Growth Only Or Growth And Acceleration,past Width,future Width,count Of Actual Values
Stacks,_STX,41,0.6923462178798568,0.6880304097592034,-0.006233598175591437,-1000000,0.8,24,11/10/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,1,1,5
Flow,FLOW,42,0.624866801221783,0.634666881619848,0.015683471067599042,-1000000,0.8333333,24,11/10/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,1,3,6
Basic Attention Token,BAT,57,0.22445182019360305,0.20743651730379703,-0.07580826421959641,-1000000,0.85714287,24,11/10/2023 12:00 PM,12:00:00,11/14/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,1,4,7
WINk,WIN,114,7.522775256513878E-05,7.5231450758958E-05,4.9159966809098066E-05,-1000000,0.875,24,11/10/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,1,1,8
Dent,DENT,120,0.0008552602243722528,0.0008534873321736746,-0.00207292721917407,-1.0214846691074388,1,24,11/10/2023 12:00 PM,12:00:00,11/16/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,1,6,2
PAX Gold,PAXG,123,1925.2311171383096,1934.722996155165,0.004930254311993565,-1000000,0.9583333,24,11/10/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,1,1,24
Secret,SCRT,74,0.3532248221683685,0.3559470971645775,0.007706918725296719,-0.9472921709159613,1,24,11/10/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,2,3,2
PAX Gold,PAXG,123,1925.2311171383096,1928.512336112117,0.0017043247143671003,-1000000,0.90909094,24,11/10/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,1,11
PAX Gold,PAXG,123,1925.2311171383096,1929.413349589499,0.002172327474846636,-1000000,1,24,11/10/2023 12:00 PM,12:00:00,11/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,2,11
PAX Gold,PAXG,123,1925.2311171383096,1934.5480756104278,0.004839397404903245,-1000000,0.8181818,24,11/10/2023 12:00 PM,12:00:00,11/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,3,11
PAX Gold,PAXG,123,1925.2311171383096,1929.9293251271697,0.002440334538039046,-1000000,0.90909094,24,11/10/2023 12:00 PM,12:00:00,11/14/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,4,11
PAX Gold,PAXG,123,1925.2311171383096,1930.1451613074712,0.0025524437691750723,-1000000,0.90909094,24,11/10/2023 12:00 PM,12:00:00,11/15/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,5,11
PAX Gold,PAXG,123,1925.2311171383096,1925.0227396711919,-0.0001082350400752885,-1000000,0.8,24,11/10/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,13,10
PAX Gold,PAXG,123,1925.2311171383096,1934.513591334142,0.00482148564564544,-1000000,0.9,24,11/10/2023 12:00 PM,12:00:00,11/24/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,14,10
PAX Gold,PAXG,123,1925.2311171383096,1965.6477631369398,0.020993139804797112,-1000000,0.9,24,11/10/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,15,10
PAX Gold,PAXG,123,1925.2311171383096,1977.0591500706764,0.026920421382657045,-1000000,0.8,24,11/10/2023 12:00 PM,12:00:00,11/26/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,16,10
PAX Gold,PAXG,123,1925.2311171383096,1960.6110598655441,0.018376984670715135,-1000000,0.9,24,11/10/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,17,10
PAX Gold,PAXG,123,1925.2311171383096,1979.977990610706,0.028436520158563017,-1000000,0.8,24,11/10/2023 12:00 PM,12:00:00,11/29/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,19,10
Venus,XVS,161,7.011207717813424,7.053406512976506,0.006018762652811871,-1000000,1,24,11/10/2023 12:00 PM,12:00:00,11/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,2,2,4
RIF Token,RIF,166,0.1142383622209309,0.11413864012019904,-0.0008729300630114789,-0.970777039972423,1,24,11/10/2023 12:00 PM,12:00:00,11/11/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,2,1,2
