coin Full Name,coin Short Name,coin Index,current Price,forecasted Price,forecasted Growth,forecasted Acceleration,propability Of Forecast,data Granularity,forecast Creation Date,forecast Creation Time,forecast For Date,forecast For Time,alghorithm,type Of Similiar Days,by Growth Only Or Growth And Acceleration,past Width,future Width,count Of Actual Values
Loopring,LRC,46,0.22640107585699135,0.22391048514545184,-0.011000790089499057,-1.1360642956514,1,24,11/17/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,5,8,2
Fantom,FTM,19,0.3443777391323989,0.399104067100448,0.1589136629618475,-0.44930274748569365,1,24,11/17/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,5,8,2
Klaytn,_KLAY,34,0.1665270571038234,0.15991488529199058,-0.03970629113868496,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,3,5
Theta Fuel,TFUEL,72,0.044423697477334614,0.04395859685729602,-0.010469651254848666,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,1,6
Secret,SCRT,74,0.35145545884503987,0.3501940330587803,-0.003589148367206807,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,12/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,25,5
PAX Gold,PAXG,123,1969.827117911973,1961.4304236356502,-0.004262655438119434,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,1,4
PAX Gold,PAXG,123,1969.827117911973,1959.7115570515464,-0.005135253123710215,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,2,4
PAX Gold,PAXG,123,1969.827117911973,1978.6847723807568,0.004496665919683895,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/24/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,7,4
PAX Gold,PAXG,123,1969.827117911973,2004.4603014399718,0.01758183914368594,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,8,4
PAX Gold,PAXG,123,1969.827117911973,1984.6453850528787,0.0075226231815781475,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/29/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,12,4
PAX Gold,PAXG,123,1969.827117911973,2010.033220773438,0.020410980484461883,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/30/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,13,4
PAX Gold,PAXG,123,1969.827117911973,2012.3041203794792,0.021563822571664115,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,14,4
PAX Gold,PAXG,123,1969.827117911973,2006.0855246282338,0.01840689793868555,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,12/7/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,20,4
Lisk,LSK,134,1.1067306123921123,1.0787110466276433,-0.02531742182852148,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/21/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,5,4,4
Badger DAO,BADGER,159,3.6658843495076896,2.8324522929466567,-0.22734815861634006,-1.4032227547330958,1,24,11/17/2023 12:00 PM,12:00:00,12/8/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,5,21,2
Enjin Coin,ENJ,45,0.27680600897861474,0.2645560813496732,-0.04425455818008617,0.44995935203709014,1,24,11/17/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,6,2
Terra,LUNA,6,0.6558174926938909,0.6575525616603969,0.002645658259859518,-1.2265887233601394,1,24,11/17/2023 12:00 PM,12:00:00,11/28/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,11,2
Qtum,QTUM,80,3.1494143535672956,3.173745044066692,0.007725465044584379,-0.9606095590206716,1,24,11/17/2023 12:00 PM,12:00:00,11/28/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,11,2
Ocean Protocol,OCEAN,101,0.42442093008967363,0.4255438150514747,0.0026456870578079883,-1.2265906638569049,1,24,11/17/2023 12:00 PM,12:00:00,11/28/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,11,2
XRP,XRP,5,0.6150365496244957,0.6153755019240023,0.000551109197841182,-0.9910112344640263,1,24,11/17/2023 12:00 PM,12:00:00,12/5/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,18,2
EOS,EOS,40,0.705507577215028,0.6985192497438936,-0.009905389675218923,-1.0303000942986513,1,24,11/17/2023 12:00 PM,12:00:00,12/8/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,21,2
Cardano,ADA,4,0.37333928939441596,0.376381845251561,0.008149573172650193,-0.9820203420614626,1,24,11/17/2023 12:00 PM,12:00:00,12/11/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,24,2
Ocean Protocol,OCEAN,101,0.42442093008967363,0.4225964330450866,-0.004298791400795365,-1.0051890936225847,1,24,11/17/2023 12:00 PM,12:00:00,12/17/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,6,30,2
Dogecoin,DOGE,9,0.08388900506487405,0.083771663935965,-0.0013987664869586913,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,6,1,4
TRON,TRX,25,0.10479012100303108,0.10402215335236739,-0.007328626432652641,-1000000,0.8181818,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,6,1,11
Conflux Network,CFX,138,0.15310177145917386,0.12911224236931054,-0.15669008177518295,0.19012406870556608,1,24,11/17/2023 12:00 PM,12:00:00,12/10/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,6,23,2
NKN,NKN,153,0.09652583307214403,0.097014123704635,0.0050586523519151605,-0.9128295559998486,1,24,11/17/2023 12:00 PM,12:00:00,11/22/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,6,5,2
Storj,STORJ,89,0.7386898421083322,0.7557998681881664,0.023162665985766884,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/28/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,11,5
SKALE Network,SKL,95,0.03215984241289378,0.033284267331087795,0.034963632711807024,-0.7103238796798492,1,24,11/17/2023 12:00 PM,12:00:00,11/24/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,7,7,2
Celer Network,CELR,104,0.01522211119262456,0.01433914235244806,-0.0580056753628444,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,3,4
Fetch.ai,FET,107,0.44308526623688593,0.4862972441171474,0.09752519700612017,-2.5170980359524613,1,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,7,2,2
PAX Gold,PAXG,123,1969.827117911973,1960.5468876283808,-0.0047111902355315705,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,1,6
PAX Gold,PAXG,123,1969.827117911973,1945.733736611941,-0.012231216171686765,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,2,6
PAX Gold,PAXG,123,1969.827117911973,1947.1269359422822,-0.011523946321620793,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,6,6
PAX Gold,PAXG,123,1969.827117911973,1950.5689809253506,-0.009776562019836565,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/24/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,7,6
PAX Gold,PAXG,123,1969.827117911973,1983.6550849207326,0.007019888640490191,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,10,6
PAX Gold,PAXG,123,1969.827117911973,1977.8955062314378,0.004095988041842746,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/28/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,11,6
Request Network,REQ,127,0.08046653801938781,0.08044289242090762,-0.0002938562918476384,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,7,1,6
Enjin Coin,ENJ,45,0.27680600897861474,0.28131851898191806,0.016302066634875434,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,8,1,5
Maker,MKR,48,1346.2725143325822,1363.64681746673,0.012905487521418513,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,1,5
Worldwide Asset eXchange,WAXP,79,0.06540674993922782,0.06471194507702134,-0.010622831173419556,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,3,5
IOS token,IOST,96,0.00929111054989697,0.009327480726729336,0.003914513409031484,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,1,4
Dent,DENT,120,0.0008122507348343627,0.0007958846457385763,-0.02014906037496389,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,2,5
PAX Gold,PAXG,123,1969.827117911973,1961.1804810533872,-0.00438954098050548,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,1,5
PAX Gold,PAXG,123,1969.827117911973,1953.5210785330735,-0.008277903797051955,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,2,5
PAX Gold,PAXG,123,1969.827117911973,1977.3525998883981,0.0038203768787599124,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,3,5
PAX Gold,PAXG,123,1969.827117911973,1980.3147597706109,0.005324143303375273,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/21/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,4,5
PAX Gold,PAXG,123,1969.827117911973,1900.6354220135538,-0.035125770819808166,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/29/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,12,5
PAX Gold,PAXG,123,1969.827117911973,1872.7769752389606,-0.049268355476741466,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,12/1/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,9,14,5
EOS,EOS,40,0.705507577215028,0.7069957346127035,0.0021093428982719153,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,1,6
Quant,QNT,51,100.01665725031529,100.17523090442756,0.0015854724450088398,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,3,10
PAX Gold,PAXG,123,1969.827117911973,1957.2906753037578,-0.006364234959616022,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,1,5
PAX Gold,PAXG,123,1969.827117911973,1962.2925172679966,-0.0038250060502583727,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,3,5
PAX Gold,PAXG,123,1969.827117911973,1955.5294859440273,-0.007258318173171019,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/21/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,4,5
PAX Gold,PAXG,123,1969.827117911973,1952.3719410919848,-0.008861273490076926,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/22/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,5,5
PAX Gold,PAXG,123,1969.827117911973,1944.5944301343297,-0.012809595089943726,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,6,5
PAX Gold,PAXG,123,1969.827117911973,1949.8169418002744,-0.010158341272562765,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/27/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,10,5
Polkastarter,POLS,148,0.3540813271537008,0.3634684169781108,0.026511112291259575,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,1,5
Venus,XVS,161,6.987100055298677,6.853279114009676,-0.019152572630975473,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,1,4
Venus,XVS,161,6.987100055298677,5.534921288343086,-0.20783712204812765,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,12/5/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,18,4
Kyber Network Crystal v2,KNC,170,0.7723908838954825,0.768016054830966,-0.005664009189819019,-1000000,0.8333333,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,10,1,6
Decentraland,MANA,20,0.43003049455006437,0.43321698751624976,0.007409923264905638,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,11,1,10
eCash,XEC,50,3.043788111663286E-05,3.0014000677851354E-05,-0.01392608234315873,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,11,2,5
NEO,NEO,56,11.233245725633465,12.169625722844563,0.08335791988190433,-0.8742507668434547,1,24,11/17/2023 12:00 PM,12:00:00,12/12/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,11,25,2
NEO,NEO,56,11.233245725633465,12.806495664789795,0.14005301562720085,-0.7843399879806136,1,24,11/17/2023 12:00 PM,12:00:00,12/13/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,11,26,2
Bitcoin Cash,BCH,18,229.77297574232676,227.23956878528193,-0.0110256959020536,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,1,7
PAX Gold,PAXG,123,1969.827117911973,1970.047416114321,0.00011183631311850739,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,1,19
PAX Gold,PAXG,123,1969.827117911973,1952.178852628281,-0.008959296540906214,-1000000,0.8947368,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,12,2,19
Bitcoin,BTC,0,36403.123453039574,36616.33925966005,0.005857074514376004,-0.8604541311416412,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,1,2
Maker,MKR,48,1346.2725143325822,1347.2106575959908,0.0006968449949182887,-0.9834174752634838,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,1,2
IOS token,IOST,96,0.00929111054989697,0.009279157570929316,-0.0012864962593504004,-1.035896952043451,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,1,2
FUN Token,FUN,179,0.004796961710284823,0.004728390902800624,-0.014294633066839202,-1.1149911524636487,1,24,11/17/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,1,similiarDays,byGrowthAndAcceleration,13,6,2
Cardano,ADA,4,0.37333928939441596,0.3708002376736958,-0.006800922894664274,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,13,3,5
Cardano,ADA,4,0.37333928939441596,0.36767168593170474,-0.015180838512615424,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/21/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,13,4,5
Zcash,ZEC,55,29.434595351192673,30.134558177076084,0.023780276831801173,-0.596006873572387,1,24,11/17/2023 12:00 PM,12:00:00,11/22/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,13,5,2
Celo,CELO,76,0.5438204011675635,0.5764905036599755,0.06007516897540155,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,13,3,4
PAX Gold,PAXG,123,1969.827117911973,1975.0693966394556,0.0026612887394095175,-1000000,0.9375,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,13,1,16
Uniswap Protocol Token,UNI,13,5.115300620705673,5.124252210988381,0.001749963676909605,-0.9887005209379898,1,24,11/17/2023 12:00 PM,12:00:00,12/7/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,14,20,2
Arweave,AR,44,7.191243505110355,7.1539677104057136,-0.0051834977745019994,-1.5015909516796155,1,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,14,3,2
Maker,MKR,48,1346.2725143325822,1339.545062104521,-0.0049970954293724335,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,14,1,4
Maker,MKR,48,1346.2725143325822,1336.6424656567256,-0.007153119872339353,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,14,2,4
VeChainThor,VTHO,163,0.0013453309622782233,0.0013579643139529222,0.009390515812782052,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,14,1,5
Maker,MKR,48,1346.2725143325822,1327.0038405579896,-0.014312610240093226,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,15,1,15
Worldwide Asset eXchange,WAXP,79,0.06540674993922782,0.0653616629462287,-0.0006893324166239445,-0.9749743330333421,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,15,1,2
IOS token,IOST,96,0.00929111054989697,0.009198075407133053,-0.010013350101075735,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,15,1,5
PAX Gold,PAXG,123,1969.827117911973,1975.0693966394556,0.0026612887394095175,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,15,1,15
PAX Gold,PAXG,123,1969.827117911973,1970.3539011471464,0.0002674261260713351,-1000000,0.93333334,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,15,2,15
PAX Gold,PAXG,123,1969.827117911973,1970.5742582629891,0.0003792923471417353,-1000000,0.8666667,24,11/17/2023 12:00 PM,12:00:00,11/20/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,15,3,15
PAX Gold,PAXG,123,1969.827117911973,1952.7009162562376,-0.008694266364801195,-1000000,0.8666667,24,11/17/2023 12:00 PM,12:00:00,11/21/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,15,4,15
Reef,REEF,129,0.0016196460219300773,0.0013388781797746888,-0.17335136094787362,-1.4526899740263512,1,24,11/17/2023 12:00 PM,12:00:00,12/17/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,15,30,2
IoTeX Network,IOTX,69,0.024153862048564505,0.02479677393652644,0.026617353641801733,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/26/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,16,9,5
PAX Gold,PAXG,123,1969.827117911973,1953.879465902861,-0.008095965307867381,-1000000,0.85714287,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,16,1,7
Aavegotchi,GHST,167,0.821167444686118,0.8183885468168943,-0.003384081879044709,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,16,1,5
Aavegotchi,GHST,167,0.821167444686118,0.8145339799763165,-0.008078090227185197,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,16,2,5
Chainlink,LINK,12,13.433665289946287,13.916776154990819,0.035962699279554755,-0.9424828829061649,1,24,11/17/2023 12:00 PM,12:00:00,12/15/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,17,28,2
IoTeX Network,IOTX,69,0.024153862048564505,0.02479677393652644,0.026617353641801733,-1000000,1,24,11/17/2023 12:00 PM,12:00:00,11/26/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,9,4
PAX Gold,PAXG,123,1969.827117911973,1965.2302216813637,-0.0023336546587305884,-1000000,0.9230769,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,1,13
PAX Gold,PAXG,123,1969.827117911973,1949.68661027564,-0.010224505213270674,-1000000,0.84615386,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,2,13
PAX Gold,PAXG,123,1969.827117911973,1939.8284108344058,-0.015229106557008931,-1000000,0.84615386,24,11/17/2023 12:00 PM,12:00:00,11/23/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,6,13
PAX Gold,PAXG,123,1969.827117911973,1952.081844518679,-0.009008543557926019,-1000000,0.84615386,24,11/17/2023 12:00 PM,12:00:00,11/24/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,7,13
PAX Gold,PAXG,123,1969.827117911973,1975.2729396667457,0.0027646191410672927,-1000000,0.84615386,24,11/17/2023 12:00 PM,12:00:00,11/25/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,8,13
PAX Gold,PAXG,123,1969.827117911973,1965.4446150666442,-0.002224815977746375,-1000000,0.9230769,24,11/17/2023 12:00 PM,12:00:00,11/26/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,9,13
Beefy.Finance,BIFI,177,6.601901306772807,6.361804090210013,-0.03636788940126712,-1.3432939080414665,1,24,11/17/2023 12:00 PM,12:00:00,11/19/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,17,2,2
Stratis,STRAX,178,0.948223112378763,1.0610433339735383,0.11898067039491211,-1000000,0.8,24,11/17/2023 12:00 PM,12:00:00,11/22/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,17,5,5
IOS token,IOST,96,0.00929111054989697,0.008866416302593721,-0.04570973997375993,-1.2976520802298634,1,24,11/17/2023 12:00 PM,12:00:00,12/4/2023 12:00 PM,12:00:00,2,similiarDays,byGrowthAndAcceleration,18,17,2
PAX Gold,PAXG,123,1969.827117911973,1964.340310251817,-0.0027854259951359817,-1000000,0.9411765,24,11/17/2023 12:00 PM,12:00:00,11/18/2023 12:00 PM,12:00:00,2,similiarDays,byGrowth,18,1,17
